v8-version,5,1,281,88,0
code-creation,LazyCompile,0,0x3d2d2ec0bde0,1216,"nextTick internal/process/next_tick.js:140:20",0x19d18d01ae00,~
code-creation,LazyCompile,0,0x3d2d2ec0c2a0,372,"TickObject internal/process/next_tick.js:134:22",0x19d18d01ad40,~
code-creation,Stub,4,0x3d2d2ec0c420,503,"LoadFastElementStub"
code-creation,LazyCompile,0,0x3d2d2ec0c620,1284,"_tickCallback internal/process/next_tick.js:87:25",0x19d18d01abc0,~
code-creation,LazyCompile,0,0x3d2d2ec0cb40,860,"_combinedTickCallback internal/process/next_tick.js:65:33",0x19d18d01ab00,~
tick,0x9acc10,257348,0,0x7fff11c80270,2,0xe84b10,0x3d2d2ec0cd14,0x3d2d2ec0c88b,0x3d2d2eb3518d,0x3d2d2eb34fb0,0x3d2d2ea478f2,0x3d2d2ea42759
code-creation,LazyCompile,0,0x3d2d2ec0cea0,308,"emitListeningNT net.js:1282:25",0x19d18d07ef58,~
code-creation,LazyCompile,0,0x3d2d2ec0cfe0,656,"emitNone events.js:84:18",0x3539e47e7a58,~
code-creation,LazyCompile,0,0x3d2d2ec0d280,444,"g events.js:287:13",0x19d18d09c568,~
code-creation,LazyCompile,0,0x3d2d2ec0d440,2312,"removeListener events.js:315:28",0x3539e47e8958,~
code-creation,Stub,16,0x3d2d2ec0dd60,214,"CompareICStub"
code-creation,LazyCompile,0,0x3d2d2ec0de40,292,"app.listen /home/orlando/Documentos/UTN/MercadoLibre/clases/resources/06/deploy/mercadolibre_1/main.js:53:18",0x19d18d066620,~
code-creation,LazyCompile,0,0x3d2d2ec0df80,412,"get bootstrap_node.js:252:20",0x19d18d012040,~
code-creation,Function,0,0x3d2d2ec0e120,1564," console.js:1:11",0x1946c37e7918,~
code-creation,Script,0,0x3d2d2ec0e740,228,"console.js",0x1946c37e7848,~
code-creation,LazyCompile,0,0x3d2d2ec0e840,604,"getStdout internal/process/stdio.js:8:21",0x19d18d01d830,~
code-creation,Handler,4,0x3d2d2ec0eaa0,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Handler,4,0x3d2d2ec0eb60,144,"handle"
code-creation,Handler,4,0x3d2d2ec0ec00,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Handler,4,0x3d2d2ec0ecc0,200,"connecting"
code-creation,Handler,4,0x3d2d2ec0eda0,200,"_hadError"
code-creation,Handler,4,0x3d2d2ec0ee80,200,"_handle"
code-creation,Handler,4,0x3d2d2ec0ef60,200,"_parent"
code-creation,Handler,4,0x3d2d2ec0f040,200,"_host"
code-creation,Handler,4,0x3d2d2ec0f120,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Handler,4,0x3d2d2ec0f1e0,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Handler,4,0x3d2d2ec0f2a0,200,"objectMode"
code-creation,Handler,4,0x3d2d2ec0f380,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Handler,4,0x3d2d2ec0f440,192,"highWaterMark"
code-creation,Handler,4,0x3d2d2ec0f500,200,"head"
code-creation,Handler,4,0x3d2d2ec0f5e0,200,"tail"
code-creation,Handler,4,0x3d2d2ec0f6c0,192,"length"
code-creation,Handler,4,0x3d2d2ec0f780,224,"buffer"
code-creation,Handler,4,0x3d2d2ec0f860,192,"length"
code-creation,Handler,4,0x3d2d2ec0f920,200,"pipes"
code-creation,Handler,4,0x3d2d2ec0fa00,192,"pipesCount"
code-creation,Handler,4,0x3d2d2ec0fac0,200,"flowing"
code-creation,Handler,4,0x3d2d2ec0fba0,200,"ended"
code-creation,Handler,4,0x3d2d2ec0fc80,200,"endEmitted"
code-creation,Handler,4,0x3d2d2ec0fd60,200,"reading"
code-creation,Handler,4,0x3d2d2ec0fe40,200,"sync"
code-creation,Handler,4,0x3d2d2ec0ff20,200,"needReadable"
code-creation,Handler,4,0x3d2d2ec10000,200,"emittedReadable"
code-creation,Handler,4,0x3d2d2ec100e0,200,"readableListening"
code-creation,Stub,4,0x3d2d2ec101c0,272,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec102e0,200,"resumeScheduled"
code-creation,Stub,4,0x3d2d2ec103c0,272,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec104e0,200,"defaultEncoding"
tick,0x7f6442ccc6fd,258420,0,0x0,0,0xd08770,0x3d2d2eb5fefd,0x3d2d2eb5f602,0x3d2d2eb5f07b,0x3d2d2eb5e1f6,0x3d2d2eb5daeb,0x3d2d2eb5d399,0x3d2d2ec0e92f,0x3d2d2ea092a7,0x3d2d2ec0e636,0x3d2d2ea48ba7,0x3d2d2ea4819c,0x3d2d2ec0e059,0x3d2d2ea092a7,0x3d2d2ec0ded5,0x3d2d2ec0d3f5,0x3d2d2ec0d0ad,0x3d2d2eb21c06,0x3d2d2ec0cf8b,0x3d2d2ec0cd14,0x3d2d2ec0c88b,0x3d2d2eb3518d,0x3d2d2eb34fb0,0x3d2d2ea478f2,0x3d2d2ea42759
code-creation,Stub,4,0x3d2d2ec105c0,272,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec106e0,200,"ranOut"
code-creation,Stub,4,0x3d2d2ec107c0,236,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec108c0,192,"awaitDrain"
code-creation,Stub,4,0x3d2d2ec10980,272,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec10aa0,200,"readingMore"
code-creation,Stub,4,0x3d2d2ec10b80,272,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec10ca0,200,"decoder"
code-creation,Stub,4,0x3d2d2ec10d80,272,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec10ea0,200,"encoding"
code-creation,Handler,4,0x3d2d2ec10f80,224,"_readableState"
code-creation,Handler,4,0x3d2d2ec11060,200,"readable"
code-creation,Handler,4,0x3d2d2ec11140,200,"domain"
code-creation,Handler,4,0x3d2d2ec11220,164,"_events"
code-creation,Handler,4,0x3d2d2ec112e0,224,"_events"
code-creation,Handler,4,0x3d2d2ec113c0,192,"_eventsCount"
code-creation,Handler,4,0x3d2d2ec11480,164,"_maxListeners"
code-creation,Handler,4,0x3d2d2ec11540,200,"_maxListeners"
code-creation,Handler,4,0x3d2d2ec11620,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Handler,4,0x3d2d2ec116e0,200,"objectMode"
code-creation,Handler,4,0x3d2d2ec117c0,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Handler,4,0x3d2d2ec11880,192,"highWaterMark"
code-creation,Handler,4,0x3d2d2ec11940,200,"needDrain"
code-creation,Handler,4,0x3d2d2ec11a20,200,"ending"
code-creation,Handler,4,0x3d2d2ec11b00,200,"ended"
code-creation,Handler,4,0x3d2d2ec11be0,200,"finished"
code-creation,Handler,4,0x3d2d2ec11cc0,200,"decodeStrings"
code-creation,Handler,4,0x3d2d2ec11da0,200,"defaultEncoding"
code-creation,Handler,4,0x3d2d2ec11e80,192,"length"
code-creation,Handler,4,0x3d2d2ec11f40,200,"writing"
code-creation,Handler,4,0x3d2d2ec12020,192,"corked"
code-creation,Handler,4,0x3d2d2ec120e0,200,"sync"
code-creation,Handler,4,0x3d2d2ec121c0,200,"bufferProcessing"
code-creation,Handler,4,0x3d2d2ec122a0,200,"onwrite"
code-creation,Handler,4,0x3d2d2ec12380,200,"writecb"
code-creation,Stub,4,0x3d2d2ec12460,236,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec12560,192,"writelen"
code-creation,Handler,4,0x3d2d2ec12620,200,"bufferedRequest"
code-creation,Stub,4,0x3d2d2ec12700,272,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec12820,200,"lastBufferedRequest"
code-creation,Stub,4,0x3d2d2ec12900,236,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec12a00,192,"pendingcb"
code-creation,Handler,4,0x3d2d2ec12ac0,200,"prefinished"
code-creation,Handler,4,0x3d2d2ec12ba0,200,"errorEmitted"
code-creation,Stub,4,0x3d2d2ec12c80,236,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec12d80,192,"bufferedRequestCount"
code-creation,Handler,4,0x3d2d2ec12e40,200,"next"
code-creation,Handler,4,0x3d2d2ec12f20,200,"entry"
code-creation,Handler,4,0x3d2d2ec13000,200,"finish"
code-creation,Stub,4,0x3d2d2ec130e0,272,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec13200,224,"corkedRequestsFree"
code-creation,Handler,4,0x3d2d2ec132e0,200,"_writableState"
code-creation,Handler,4,0x3d2d2ec133c0,200,"writable"
code-creation,Stub,4,0x3d2d2ec134a0,212,"StoreFieldStub"
code-creation,Handler,4,0x3d2d2ec13580,200,"allowHalfOpen"
code-creation,Handler,4,0x3d2d2ec13660,164,"once"
code-creation,Handler,4,0x3d2d2ec13720,164,"on"
code-creation,Handler,4,0x3d2d2ec137e0,200,"end"
code-creation,Handler,4,0x3d2d2ec138c0,209,"finish"
code-creation,Handler,4,0x3d2d2ec139a0,209,"_socketEnd"
code-creation,Handler,4,0x3d2d2ec13a80,200,"destroyed"
code-creation,Handler,4,0x3d2d2ec13b60,192,"_bytesDispatched"
code-creation,Handler,4,0x3d2d2ec13c20,200,"_sockname"
code-creation,Handler,4,0x3d2d2ec13d00,224,"owner"
code-creation,Handler,4,0x3d2d2ec13de0,212,"onread"
code-creation,Handler,4,0x3d2d2ec13ec0,145,symbol("nonexistent_symbol" hash 1db7469)
code-creation,Handler,4,0x3d2d2ec13f60,200,"_writev"
code-creation,Handler,4,0x3d2d2ec14040,200,"_pendingData"
code-creation,Handler,4,0x3d2d2ec14120,200,"_pendingEncoding"
code-creation,Stub,4,0x3d2d2ec14200,216,"StoreFieldStub"
code-creation,Handler,4,0x3d2d2ec142e0,200,"server"
code-creation,Handler,4,0x3d2d2ec143c0,200,"_server"
tick,0x0,259460,0,0x0,0
code-creation,Stub,4,0x3d2d2ec144a0,531,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec146c0,192,symbol("bytesRead" hash 3763bce2)
code-creation,Handler,4,0x3d2d2ec14780,164,"setBlocking"
code-creation,Handler,4,0x3d2d2ec14840,157,"NODE_TTY_UNSAFE_ASYNC"
code-creation,Handler,4,0x3d2d2ec148e0,164,"getWindowSize"
code-creation,Stub,4,0x3d2d2ec149a0,240,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec14aa0,192,"columns"
code-creation,Stub,4,0x3d2d2ec14b60,240,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec14c60,192,"rows"
code-creation,Stub,4,0x3d2d2ec14d20,575,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec14f60,200,"_type"
code-creation,Stub,4,0x3d2d2ec15040,240,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec15140,192,"fd"
code-creation,Stub,4,0x3d2d2ec15200,276,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec15320,200,"_isStdio"
code-creation,LazyCompile,0,0x3d2d2ec15400,316,"$getMaxListeners events.js:69:26",0x3539e47e7998,~
code-creation,LazyCompile,0,0x3d2d2ec15540,188,"get events.js:31:16",0x3539e47e81d8,~
code-creation,Stub,3,0x3d2d2ec15600,563,"FastCloneShallowObjectStub"
code-creation,LazyCompile,0,0x3d2d2ec15840,2192,"Console console.js:5:17",0x1946c37e7c20,~
code-creation,Stub,3,0x3d2d2ec160e0,535,"FastNewRestParameterStub"
code-creation,LazyCompile,0,0x3d2d2ec16300,492,"Console.log console.js:42:33",0x1946c37e7ce0,~
code-creation,Handler,4,0x3d2d2ec16500,164,"info"
code-creation,Handler,4,0x3d2d2ec165c0,224,"info"
code-creation,Handler,4,0x3d2d2ec166a0,164,"warn"
code-creation,LazyCompile,0,0x3d2d2ec16760,492,"Console.warn console.js:50:34",0x1946c37e7da0,~
code-creation,Handler,4,0x3d2d2ec16960,224,"warn"
code-creation,Handler,4,0x3d2d2ec16a40,164,"error"
tick,0x0,260522,0,0x0,0
code-creation,Handler,4,0x3d2d2ec16b00,224,"error"
code-creation,Handler,4,0x3d2d2ebfed20,164,"dir"
code-creation,LazyCompile,0,0x3d2d2ec16c20,580,"Console.dir console.js:58:33",0x1946c37e7e60,~
code-creation,Handler,4,0x3d2d2ec16e80,224,"dir"
code-creation,Handler,4,0x3d2d2ec16f60,164,"time"
code-creation,LazyCompile,0,0x3d2d2ec17020,380,"Console.time console.js:64:34",0x1946c37e7f20,~
code-creation,Handler,4,0x3d2d2ec171a0,224,"time"
code-creation,Handler,4,0x3d2d2ec17280,164,"timeEnd"
code-creation,LazyCompile,0,0x3d2d2ec17340,988,"Console.timeEnd console.js:69:37",0x1946c37e7fe0,~
code-creation,Handler,4,0x3d2d2ec17720,224,"timeEnd"
code-creation,Handler,4,0x3d2d2ec17800,164,"trace"
code-creation,LazyCompile,0,0x3d2d2ec178c0,716,"trace console.js:82:41",0x1946c37e80a0,~
code-creation,Handler,4,0x3d2d2ec17ba0,224,"trace"
code-creation,Handler,4,0x3d2d2ec17c80,164,"assert"
code-creation,LazyCompile,0,0x3d2d2ec17d40,548,"Console.assert console.js:93:36",0x1946c37e8160,~
code-creation,Handler,4,0x3d2d2ec17f80,224,"assert"
code-disable-optimization,"installInspectorConsoleIfNeeded","TryCatchStatement"
code-creation,LazyCompile,0,0x3d2d2ec18060,3268,"installInspectorConsoleIfNeeded bootstrap_node.js:264:43",0x2138f1fdd810,
code-creation,LazyCompile,0,0x3d2d2ec18d40,4512,"exports.format util.js:68:26",0x3539e47f04e8,~
code-creation,Stub,15,0x3d2d2ec19ee0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x3d2d2ec19f60,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,LazyCompile,0,0x3d2d2ec19fe0,1076,"Socket.write net.js:653:34",0x19d18d0805d8,~
code-creation,LazyCompile,0,0x3d2d2ec1a420,1252,"Writable.write _stream_writable.js:226:36",0x19d18d043c58,~
code-creation,LazyCompile,0,0x3d2d2ec1a920,1284,"validChunk _stream_writable.js:204:20",0x19d18d042d38,~
code-creation,LazyCompile,0,0x3d2d2ec1ae40,1612,"writeOrBuffer _stream_writable.js:296:23",0x19d18d042eb8,~
code-creation,LazyCompile,0,0x3d2d2ec1b4a0,476,"decodeChunk _stream_writable.js:284:21",0x19d18d042df8,~
tick,0xffd2fb,261573,0,0x7fff11c80460,2,0xe84b10,0x3d2d2ec1b439,0x3d2d2ec1a8b0,0x3d2d2ec1a3c5,0x3d2d2ec164a4,0x3d2d2ec0df1b,0x3d2d2ec0d3f5,0x3d2d2ec0d0ad,0x3d2d2eb21c06,0x3d2d2ec0cf8b,0x3d2d2ec0cd14,0x3d2d2ec0c88b,0x3d2d2eb3518d,0x3d2d2eb34fb0,0x3d2d2ea478f2,0x3d2d2ea42759
code-creation,LazyCompile,0,0x3d2d2ec1b680,596,"doWrite _stream_writable.js:326:17",0x19d18d042f78,~
code-creation,LazyCompile,0,0x3d2d2ec1b8e0,268,"Socket._write net.js:730:35",0x19d18d080818,~
code-creation,LazyCompile,0,0x3d2d2ec1ba00,3128,"Socket._writeGeneric net.js:662:42",0x19d18d080698,~
code-creation,LazyCompile,0,0x3d2d2ec1c640,448,"_unrefTimer net.js:198:52",0x19d18d07f3d8,~
code-creation,LazyCompile,0,0x3d2d2ec1c800,228,"exports._unrefActive timers.js:109:32",0x19d18d00a2c8,~
code-creation,LazyCompile,0,0x3d2d2ec1c900,1156,"insert timers.js:119:16",0x19d18d0093c8,~
code-creation,Stub,16,0x3d2d2ec1cda0,590,"CompareICStub"
code-creation,Stub,16,0x3d2d2ec1d000,347,"CompareICStub"
code-creation,LazyCompile,0,0x3d2d2ec1d160,1380,"createWriteReq net.js:734:24",0x19d18d07e718,~
code-creation,LazyCompile,0,0x3d2d2ec1d6e0,228,"WritableState.onwrite _stream_writable.js:89:26",0x19d18d09b720,~
code-creation,LazyCompile,0,0x3d2d2ec1d7e0,868,"onwrite _stream_writable.js:356:17",0x19d18d0431b8,~
code-creation,LazyCompile,0,0x3d2d2ec1db60,388,"onwriteStateUpdate _stream_writable.js:349:28",0x19d18d0430f8,~
code-creation,LazyCompile,0,0x3d2d2ec1dd00,572,"needFinish _stream_writable.js:494:20",0x19d18d0434b8,~
code-creation,Handler,4,0x3d2d2ec1df40,200,"callback"
code-creation,Handler,4,0x3d2d2ec1e020,200,"domain"
code-creation,Handler,4,0x3d2d2ec1e100,224,"args"
code-creation,LazyCompile,0,0x3d2d2ec1e1e0,412,"afterWrite _stream_writable.js:384:20",0x19d18d043278,~
code-creation,LazyCompile,0,0x3d2d2ec1e380,412,"onwriteDrain _stream_writable.js:395:22",0x19d18d043338,~
code-creation,LazyCompile,0,0x3d2d2ec1e520,180,"nop _stream_writable.js:17:13",0x19d18d042978,~
code-creation,LazyCompile,0,0x3d2d2ec1e5e0,548,"finishMaybe _stream_writable.js:509:21",0x19d18d043638,~
code-creation,LazyCompile,0,0x3d2d2ec1e820,940,"tickDone internal/process/next_tick.js:30:20",0x19d18d01a8c0,~
code-creation,LazyCompile,0,0x3d2d2ec1ebe0,1808,"emitPendingUnhandledRejections internal/process/promises.js:48:42",0x19d18d01c308,~
tick,0x7f6442cd68e9,10637217,0,0x0,5
tick,0x0,10637275,0,0x14c0000006b,2
code-creation,LazyCompile,0,0x3d2d2ec1f300,1316,"onconnection net.js:1434:22",0x19d18d07f0d8,~
code-creation,Handler,4,0x3d2d2ec1f840,200,"connecting"
code-creation,Handler,4,0x3d2d2ec1f920,200,"_hadError"
code-creation,Handler,4,0x3d2d2ec1fa00,200,"_handle"
code-creation,Handler,4,0x3d2d2ec1fae0,200,"_parent"
code-creation,Handler,4,0x3d2d2ec1fbc0,200,"_host"
code-creation,Handler,4,0x3d2d2ec1fca0,224,"_readableState"
code-creation,Handler,4,0x3d2d2ec1fd80,200,"readable"
code-creation,Handler,4,0x3d2d2ec1fe60,200,"domain"
code-creation,Handler,4,0x3d2d2ec1ff40,164,"_events"
code-creation,Handler,4,0x3d2d2ec20000,200,"_events"
code-creation,Handler,4,0x3d2d2ec200e0,192,"_eventsCount"
code-creation,Handler,4,0x3d2d2ec201a0,164,"_maxListeners"
code-creation,Handler,4,0x3d2d2ec20260,200,"_maxListeners"
code-creation,Handler,4,0x3d2d2ec20340,224,"_writableState"
code-creation,Handler,4,0x3d2d2ec20420,200,"writable"
code-creation,Handler,4,0x3d2d2ec20500,164,"_events"
code-creation,Stub,4,0x3d2d2ec205c0,112,"LoadFieldStub"
code-creation,Stub,4,0x3d2d2ec20640,212,"StoreFieldStub"
code-creation,Handler,4,0x3d2d2ec20720,200,"allowHalfOpen"
code-creation,Handler,4,0x3d2d2ec20800,164,"once"
code-creation,Handler,4,0x3d2d2ec208c0,164,"on"
code-creation,Handler,4,0x3d2d2ec20980,200,"destroyed"
tick,0x7f6442ccc6fd,10638344,0,0x0,0,0xd08770,0x3d2d2eb6375b,0x3d2d2eb5e9a6,0x3d2d2ec1f6e3
code-creation,Handler,4,0x3d2d2ec20a60,192,"_bytesDispatched"
code-creation,Handler,4,0x3d2d2ec20b20,200,"_sockname"
code-creation,Handler,4,0x3d2d2ec20c00,164,"writev"
code-creation,Handler,4,0x3d2d2ec20cc0,200,"_pendingData"
code-creation,Handler,4,0x3d2d2ec20da0,200,"_pendingEncoding"
code-creation,Stub,4,0x3d2d2ec20e80,112,"LoadFieldStub"
code-creation,Stub,4,0x3d2d2ec20f00,212,"StoreFieldStub"
code-creation,LazyCompile,0,0x3d2d2ec20fe0,692,"Socket.read net.js:303:33",0x19d18d07f498,~
code-creation,LazyCompile,0,0x3d2d2ec212a0,3188,"Readable.read _stream_readable.js:271:35",0x19d18d03f3e0,~
code-creation,LazyCompile,0,0x3d2d2ec21f20,1044,"howMuchToRead _stream_readable.js:245:23",0x19d18d03e360,~
tick,0x9987a7,10639402,0,0x2,2,0xe84b10,0x3d2d2ec21bd4,0x3d2d2ec2113b,0x3d2d2eb5ec99,0x3d2d2ec1f6e3
code-creation,LazyCompile,0,0x3d2d2ec22340,1140,"Socket._read net.js:410:34",0x19d18d07fc18,~
code-creation,Handler,4,0x3d2d2ec227c0,200,"server"
code-creation,Handler,4,0x3d2d2ec228a0,200,"_server"
code-creation,Handler,4,0x3d2d2ec22980,192,symbol("bytesRead" hash 3763bce2)
code-creation,LazyCompile,0,0x3d2d2ec22a40,656,"emitOne events.js:94:17",0x3539e47e7b18,~
code-creation,LazyCompile,0,0x3d2d2ec22ce0,3108,"connectionListener _http_server.js:264:28",0x9fa196c2760,~
code-creation,LazyCompile,0,0x3d2d2ec23920,356,"httpSocketSetup _http_common.js:218:25",0x9fa196b6750,~
tick,0x7f6442ccc6fd,10640466,0,0x0,2,0xe84b10,0x3d2d2ec2312b,0x3d2d2ec22b10,0x3d2d2eb21c60,0x3d2d2ec1f80e
code-creation,Handler,4,0x3d2d2ec23aa0,209,"drain"
code-creation,LazyCompile,0,0x3d2d2ec23b80,780,"Socket.setTimeout net.js:320:39",0x19d18d07f618,~
code-creation,LazyCompile,0,0x3d2d2ec23ea0,996,"exports.enroll timers.js:296:26",0x19d18d00a448,~
code-creation,LazyCompile,0,0x3d2d2ec242a0,244,"init internal/linkedlist.js:3:14",0x19d18d00c788,~
code-creation,Stub,4,0x3d2d2ec243a0,112,"LoadFieldStub"
code-creation,LazyCompile,0,0x3d2d2ec24420,788,"createTimersList timers.js:138:26",0x19d18d009488,~
code-creation,LazyCompile,0,0x3d2d2ec24740,436,"TimersList timers.js:153:20",0x19d18d009548,~
code-creation,LazyCompile,0,0x3d2d2ec24900,500,"append internal/linkedlist.js:51:16",0x19d18d00cb48,~
code-creation,LazyCompile,0,0x3d2d2ec24b00,532,"remove internal/linkedlist.js:35:16",0x19d18d00ca88,~
code-creation,LazyCompile,0,0x3d2d2ec24d20,260,"isEmpty internal/linkedlist.js:68:17",0x19d18d00cc08,~
code-creation,Stub,16,0x3d2d2ec24e40,208,"CompareICStub"
code-creation,Handler,4,0x3d2d2ec24f20,212,"timeout"
tick,0x7f6442ccc6fd,10641524,0,0x0,0,0xd09820,0x3d2d2eb1deaa,0x3d2d2eb1db3e,0x3d2d2eb62e0a,0x3d2d2ec2322b,0x3d2d2ec22b10,0x3d2d2eb21c60,0x3d2d2ec1f80e
code-creation,LazyCompile,0,0x3d2d2ec25000,476,"exports.FreeList.alloc internal/freelist.js:12:44",0x9fa196b9508,~
code-creation,LazyCompile,0,0x3d2d2ec251e0,980," _http_common.js:152:53",0x9fa196b6a50,~
code-creation,Handler,4,0x3d2d2ec255c0,212,"error"
code-creation,Handler,4,0x3d2d2ec256a0,212,"close"
code-creation,Handler,4,0x3d2d2ec25780,145,symbol("nonexistent_symbol" hash 1db7469)
code-creation,Handler,4,0x3d2d2ec25820,196,"defaultMaxListeners"
code-creation,Handler,4,0x3d2d2ec25900,212,"data"
code-creation,LazyCompile,0,0x3d2d2ec259e0,452,"Readable.resume _stream_readable.js:717:37",0x19d18d03f7a0,~
code-creation,LazyCompile,0,0x3d2d2ec25bc0,380,"resume _stream_readable.js:727:16",0x19d18d03ea20,~
code-creation,Handler,4,0x3d2d2ec25d40,212,"resume"
code-creation,Handler,4,0x3d2d2ec25e20,212,"pause"
code-creation,LazyCompile,0,0x3d2d2ec25f00,740,"resume_ _stream_readable.js:734:17",0x19d18d03eae0,~
code-creation,LazyCompile,0,0x3d2d2ec26200,596,"onSocketResume _http_server.js:553:24",0x9fa196c2820,~
code-creation,LazyCompile,0,0x3d2d2ec26460,552,"flow _stream_readable.js:758:14",0x19d18d03eba0,~
tick,0x0,10642571,0,0x0,0
code-creation,Handler,4,0x3d2d2ec266a0,171,"parseInt"
code-creation,Stub,16,0x3d2d2ec26760,590,"CompareICStub"
code-creation,Stub,16,0x3d2d2ec269c0,347,"CompareICStub"
code-creation,Stub,16,0x3d2d2ec26b20,288,"CompareICStub"
code-creation,Stub,4,0x3d2d2ec26c40,212,"StoreFieldStub"
code-creation,Handler,4,0x3d2d2ec26d20,145,symbol("nonexistent_symbol" hash 1db7469)
code-creation,Handler,4,0x3d2d2ec26dc0,164,"read"
code-creation,Stub,4,0x3d2d2ebfede0,212,"StoreFieldStub"
code-creation,Handler,4,0x3d2d2ebfeec0,164,"_read"
code-creation,Stub,4,0x3d2d2ec26e80,164,"StoreFieldStub"
code-creation,Handler,4,0x3d2d2ec26f40,164,"readStart"
code-creation,Stub,4,0x3d2d2ec27000,212,"StoreFieldStub"
code-creation,Stub,4,0x3d2d2ec270e0,180,"StoreFieldStub"
code-creation,Stub,4,0x3d2d2ec271a0,216,"StoreFieldStub"
code-creation,Stub,4,0x3d2d2ec27280,216,"StoreFieldStub"
code-creation,Handler,4,0x3d2d2ec27360,164,"emit"
code-creation,Handler,4,0x3d2d2ec27420,164,"removeListener"
code-creation,Handler,4,0x3d2d2ec274e0,200,"drain"
code-creation,Handler,4,0x3d2d2ec275c0,164,"setTimeout"
code-creation,Handler,4,0x3d2d2ec27680,145,symbol("nonexistent_symbol" hash 1db7469)
code-creation,Stub,4,0x3d2d2ec27720,236,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec27820,192,"_idleTimeout"
tick,0x7f6442c4ca00,10643702,0,0x36884d0,0,0xd08770,0x3d2d2ec241d1,0x3d2d2ec23d64,0x3d2d2ec231c8,0x3d2d2ec22b10,0x3d2d2eb21c60,0x3d2d2ec1f80e
code-creation,Stub,4,0x3d2d2ec278e0,272,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec27a00,200,"_idleNext"
code-creation,Stub,4,0x3d2d2ec27ae0,272,"StoreTransitionStub"
code-creation,Handler,4,0x3d2d2ec27c00,200,"_idlePrev"
code-creation,Handler,4,0x3d2d2ec27ce0,192,"_idleStart"
code-creation,Stub,3,0x3d2d2ec27da0,2303,"RecordWriteStub"
code-creation,Stub,3,0x3d2d2ec286a0,182,"DoubleToIStub"
code-creation,Stub,3,0x3d2d2ec28760,182,"DoubleToIStub"
code-creation,Stub,3,0x3d2d2ec28820,932,"LoadDictionaryElementStub"
code-creation,Stub,4,0x3d2d2ec28be0,112,"LoadFieldStub"
code-creation,Stub,4,0x3d2d2ec28c60,112,"LoadFieldStub"
code-creation,Stub,4,0x3d2d2ec28ce0,216,"StoreFieldStub"
code-creation,Stub,4,0x3d2d2ec28dc0,216,"StoreFieldStub"
tick,0xd004eb,10644689,0,0x7fff11c7dfa8,0,0xd07450,0x3d2d2ec24db4,0x3d2d2ec1cd34,0x3d2d2ec1c8a1,0x3d2d2ec23dd6,0x3d2d2ec231c8,0x3d2d2ec22b10,0x3d2d2eb21c60,0x3d2d2ec1f80e
code-creation,Handler,4,0x3d2d2ec28ea0,200,"timeout"
code-creation,Handler,4,0x3d2d2ec28f80,164,"alloc"
code-creation,Handler,4,0x3d2d2ec29040,200,"_headers"
code-creation,Handler,4,0x3d2d2ec29120,200,"_url"
code-creation,Handler,4,0x3d2d2ec29200,200,"_consumed"
code-creation,Handler,4,0x3d2d2ec292e0,200,"socket"
code-creation,Handler,4,0x3d2d2ec293c0,200,"incoming"
code-creation,Handler,4,0x3d2d2ec294a0,200,"outgoing"
code-creation,Stub,3,0x3d2d2ec29580,2308,"RecordWriteStub"
code-creation,Stub,3,0x3d2d2ec29ea0,2334,"RecordWriteStub"
code-creation,Stub,4,0x3d2d2ec2a7c0,504,"ElementsTransitionAndStoreStub"
code-creation,Handler,4,0x3d2d2ec2a9c0,164,"reinitialize"
code-creation,Handler,4,0x3d2d2ec2aa80,224,"parser"
